,events_personId,prediction,hit_speed_mph,relative_distance_from_handle_to_hit,bat_max_speed_bhit,hit_spray_angle,hit_launch_angle,hit_speed_mph,cluster,cluster_class
7,485007791.0,79.64170861561654,67.0,0.5898586917326986,114.30878733851222,5.52727468463064,14.68951251117345,67.0,0,Fair
11,412098649.0,86.3279027673081,106.0,0.5674203189489319,152.22030563545206,13.967003391340644,-38.8460110325163,106.0,3,Good
16,558675411.0,90.51909918219891,89.0,0.7113248393162087,120.14426157229424,-38.0374892117465,-1.963628321279153,89.0,3,Good
19,545569723.0,57.60233801708776,57.0,0.5034108748703661,127.89722680688236,-43.02897725634916,44.09799528807388,57.0,2,Poor
21,174158975.0,79.49731173753385,96.0,0.5932878173860161,120.84625822541376,-27.593581623597437,9.22208122528584,96.0,0,Fair
26,654287703.0,95.61819994635808,92.0,0.7889896668023583,126.2423408840738,-42.53009895160732,-12.08345988444077,92.0,1,Excellent
29,590082479.0,98.22651733746308,104.0,0.781288162589652,137.01377859197012,23.52982854482063,21.25544122987206,104.0,1,Excellent
31,451871192.0,46.76089439806693,48.0,1.0098360288539423,114.40907999501049,68.65929045320291,-46.61798343420397,48.0,2,Poor
32,849653732.0,97.5912799217458,95.0,0.8374281346896679,131.05225616983276,-5.787394586506965,2.180144349402498,95.0,1,Excellent
33,451871192.0,78.60521054882604,86.0,0.6067369871100852,118.5060230308414,23.37104764688094,22.146544058762995,86.0,0,Fair
38,797957728.0,97.72395279362175,106.0,0.866048788942879,128.98039602822067,-1.394135651481465,-19.502661730618765,106.0,1,Excellent
42,617522563.0,94.76170458664578,97.0,0.7178533811970423,120.24870623528324,-31.60630636964518,-23.42307471672057,97.0,1,Excellent
46,590082479.0,66.14997300870978,95.0,1.0355355973294973,120.41718537214936,1.822119262560556,51.69827129686404,95.0,4,So-so
47,545569723.0,93.31669406698137,101.0,0.6679021205260758,124.68550675248038,-14.740892965682372,-24.541115205568342,101.0,1,Excellent
50,360906992.0,69.92289969686362,43.0,0.5314665370487074,119.9256622178198,-11.464767462556017,36.44369139973085,43.0,4,So-so
54,451871192.0,86.46237065125567,106.0,0.7753736908770407,120.95998498801006,39.5036739948105,4.516007535810633,106.0,3,Good
57,765710437.0,98.04260192935084,90.0,0.8038139387206508,124.17574297328493,-3.51667453625977,15.05267685437535,90.0,1,Excellent
64,765710437.0,82.52855549283123,98.0,1.0057837173983928,118.6007532546361,-9.583879756799162,8.18451083596646,98.0,0,Fair
68,451871192.0,90.78046838629254,89.0,0.7554391749349266,106.44571543971628,19.917633247757905,24.92796051588091,89.0,3,Good
91,485007791.0,77.78891385189978,89.0,0.849319014240258,118.08523271766023,0.9621663385658804,52.50514323809449,89.0,0,Fair
99,590082479.0,87.52556281851196,89.0,0.869919375682078,123.67768128416124,-38.49419571825655,8.339552014771366,89.0,3,Good
100,654287703.0,91.72068786397574,95.0,0.714525022370793,120.70036525594644,23.99232297410506,10.989716109978955,95.0,1,Excellent
101,618024297.0,87.62651883274695,87.0,0.7255542600360391,113.470343858044,12.247431472526344,35.01242787528982,87.0,3,Good
106,174158975.0,88.61829981676206,92.0,0.8308389405361477,123.19485136289302,-3.24489948632922,37.15626767966037,92.0,3,Good
107,618024297.0,95.6360639458965,97.0,0.7487952378688947,110.2803312367914,17.027253260536536,-4.525124548956398,97.0,1,Excellent
115,505414610.0,100.78878624090527,107.0,0.774244094951003,133.81659153159654,-10.079333920538112,10.644391662420958,107.0,1,Excellent
134,854238128.0,96.31507718583256,100.0,0.7218822538089499,130.65198930079487,8.044616185657032,19.753784056299057,100.0,1,Excellent
135,360906992.0,89.168288175582,78.0,0.7943163267081904,134.43958112616167,-15.335698574319007,80.50126564866065,78.0,3,Good
137,617522563.0,97.96000415959384,95.0,0.8240522958156745,132.17986085346485,-20.03980978482447,1.4165295383632968,95.0,1,Excellent
138,412098649.0,94.07424663393186,91.0,0.8637422996301958,127.78182573897467,-0.2321947612308645,6.309508162853319,91.0,1,Excellent
139,545569723.0,77.607534168851,58.0,0.9826752800761512,116.6098952822188,27.73311129110315,-4.422064489447696,58.0,0,Fair
142,719146721.0,89.26321752438626,89.0,0.6972974077973878,124.22079614418692,-36.67069484045832,2.315305034304445,89.0,3,Good
144,172804761.0,80.57428894113505,69.0,0.7542087207436892,117.11923644295418,-8.90028575082364,54.01262961956017,69.0,0,Fair
149,568527038.0,40.11448037818796,52.0,0.9805325187074077,101.14227780297372,10.928108548632736,-77.2369519904404,52.0,2,Poor
153,805688901.0,96.73020361684343,89.0,0.7034823626388303,123.68522695856508,-23.709081897993684,-13.35681878658366,89.0,1,Excellent
157,451871192.0,94.72453554126749,94.0,0.8361836494543174,124.20432384766772,-25.4275165317079,1.680446862594534,94.0,1,Excellent
164,432216743.0,84.41278751179648,81.0,0.6077491529392112,126.6057521757723,-4.621628297814738,3.993749460727976,81.0,3,Good
169,459722179.0,93.22310351736685,98.0,0.7190930840794142,125.71206588674671,6.83455057481309,28.158941025652958,98.0,1,Excellent
171,568527038.0,92.7070639004506,75.0,0.905886317327186,124.2815464124578,0.1444330328283815,-21.926280585872565,75.0,1,Excellent
177,172804761.0,93.26649215171673,75.0,0.7252013660077441,116.82160969233232,5.246126365705262,25.966769911486907,75.0,1,Excellent
179,518481551.0,90.60798005150228,97.0,0.8192102410818722,124.77874568250726,29.598996737360437,3.593293212700231,97.0,3,Good
184,459722179.0,85.84456600540683,78.0,0.6915245742978968,141.20039286167946,-21.8896424375646,-45.27524083523718,78.0,3,Good
188,545569723.0,80.35047027221411,72.0,0.5705283429266578,124.0969325210063,-2.619097048622678,8.939574876482633,72.0,0,Fair
191,797957728.0,93.74805967280511,103.0,0.7440305495022909,133.05515519775085,-12.420676997653173,33.45093249476802,103.0,1,Excellent
194,360906992.0,90.99549719920097,105.0,0.8880500852853385,129.24272755633848,-25.49193306176212,-3.949083519748448,105.0,3,Good
199,352830460.0,88.24826319204969,84.0,0.2609505728293217,180.6522049999797,1.4632270743699516,-2.5574051151586694,84.0,3,Good
202,352830460.0,98.41055596963498,105.0,0.6842182751170951,179.65875153483958,13.84090785299632,-31.03388630757241,105.0,1,Excellent
214,805688901.0,80.97084101399453,87.0,0.8409599544231658,130.97522398193018,-71.50828038553718,-46.932727519566384,87.0,0,Fair
215,719146721.0,70.7965170260948,64.0,0.988657348180321,123.34695105512688,-38.53644777115238,-36.93149009719769,64.0,4,So-so
220,518481551.0,86.18609272634215,79.0,0.9534816458391192,121.38440946697234,14.222343040748948,-4.04767853387663,79.0,3,Good
222,719146721.0,82.54687455594512,86.0,0.9173193525774777,128.14313634976014,-44.67638719934594,0.0177636475948495,86.0,0,Fair
227,719146721.0,95.30520098239839,98.0,0.6985229168365387,129.61349351329935,-13.68284810393663,1.7621989033681478,98.0,1,Excellent
228,451871192.0,56.08153201430346,67.0,0.5805995691231121,121.41504055287388,44.93704396671415,82.15338374703951,67.0,2,Poor
231,518481551.0,76.83754738285448,72.0,0.9205117496391054,125.58813624674552,39.545814398864685,-2.385874293707261,72.0,0,Fair
236,797957728.0,96.6848900176432,96.0,1.57688533377582,139.49400963088664,-18.07464730920544,54.2285992279171,96.0,1,Excellent
238,451871192.0,97.74444150924774,83.0,0.9436071855191532,161.4074392760662,13.598536226741276,14.225455632491922,83.0,1,Excellent
243,545569723.0,84.43923833121092,96.0,0.5889243346767259,127.6276797689893,-23.54954958958616,-16.80795799275801,96.0,3,Good
256,805688901.0,74.4853748406668,90.0,0.4481595265208384,125.46942073188224,-6.795461517604842,25.58945473763317,90.0,4,So-so
258,765710437.0,96.29765793390425,96.0,0.7571780454332758,126.4862683073614,-25.460727705576044,10.168201154767075,96.0,1,Excellent
259,617522563.0,68.24050328328791,44.0,0.4861962440882291,119.09909845415338,-37.71998831109075,-31.27717597999304,44.0,4,So-so
261,854238128.0,104.39449135916087,99.0,0.8158598377256709,145.2225860645128,-33.49518169630553,7.881520217526981,99.0,1,Excellent
262,459722179.0,99.57657196037337,106.0,0.7907808843613002,116.84971216717268,7.399266711643766,-24.92297143179684,106.0,1,Excellent
268,172804761.0,90.33205691125175,91.0,0.8680173031324647,109.83356566022049,-5.891044598386827,8.39748221371137,91.0,3,Good
270,360906992.0,78.98073554444571,58.0,0.5799434036004599,128.39502132902234,-25.137620070394934,15.894336584745744,58.0,0,Fair
271,558675411.0,84.63636821367575,74.0,0.9778306564126322,128.10752150725403,-7.685619499494549,1.2334929650456183,74.0,3,Good
278,172804761.0,93.96862175763447,96.0,0.7221446438431052,115.49681921526803,17.128533478973445,12.9631241437962,96.0,1,Excellent
280,545569723.0,80.89041883413137,70.0,0.6475881701141998,169.26730461363042,-7.592973141010005,49.825143814493714,70.0,0,Fair
283,617522563.0,96.72463501303832,84.0,0.7555176184800156,127.60081153869044,-4.518025741191929,25.228141881080205,84.0,1,Excellent
284,854238128.0,96.66051135279058,102.0,0.8359917252199544,120.40953683571792,-13.993727558979382,-27.97266067952044,102.0,1,Excellent
286,797957728.0,74.86648213111484,69.0,0.6027017485474819,102.68245870604396,-0.4432042155383619,-33.5468909804078,69.0,0,Fair
291,797957728.0,90.90547836554089,83.0,0.9562948076237456,140.14818520266897,-1.5991160512925808,18.40621955905029,83.0,3,Good
292,568527038.0,96.62476755596148,96.0,0.7464050812775179,116.14906928995558,4.104267430423764,4.472726143908663,96.0,1,Excellent
294,290569727.0,105.78729464126633,112.0,0.8014469514602564,145.6814906181368,-30.59976734013976,16.992476753545237,112.0,1,Excellent
296,223971350.0,94.23342024493641,81.0,0.8057744671117272,98.58758168452434,9.04417833787954,-5.423014702312306,81.0,1,Excellent
305,563942271.0,86.06205964305178,82.0,0.7581096491495245,87.22627808000036,-32.10860866448519,-9.671528540531089,82.0,3,Good
314,485007791.0,83.47517645672883,86.0,1.0017045537602578,114.061075730434,17.191816839353567,-21.556708816041454,86.0,0,Fair
315,854238128.0,101.03392198417203,101.0,0.7483494629802023,124.3746094871931,1.7090478652967878,-11.11833858540671,101.0,1,Excellent
316,719146721.0,79.04371166873119,80.0,0.7188705552347325,123.5789588824576,16.286679130605215,67.19572914597623,80.0,0,Fair
322,290569727.0,97.00104667898907,88.0,0.6414564849258813,144.88298656457638,-24.855935399556337,2.4202118459739856,88.0,1,Excellent
323,618024297.0,91.54323666771863,80.0,0.69962000406121,123.87263080048704,5.45460138624716,27.636556483716845,80.0,1,Excellent
332,290569727.0,88.67601740948106,74.0,0.8627001898678166,122.0929785224066,27.27712753635941,0.6984828507690234,74.0,3,Good
339,618024297.0,91.3892353061489,96.0,0.7513890651560952,118.29235411408112,8.426242115635738,33.87930607807185,96.0,3,Good
341,686425745.0,90.8253117651023,99.0,0.4493980247031181,159.08765650947623,14.2146776708668,-3.734166074510572,99.0,3,Good
348,686425745.0,97.46494649520733,105.0,0.7205116800158404,117.78971399661329,-24.78927767758289,-16.978493339834635,105.0,1,Excellent
349,797957728.0,97.53847595780599,99.0,0.8001334335496839,124.14276637832114,1.579322756435045,19.296801862692494,99.0,1,Excellent
354,290569727.0,86.42327267881795,93.0,0.8650743639636158,133.93304060734596,30.21282254124158,24.56031078551254,93.0,3,Good
355,412098649.0,94.87870059122338,88.0,0.6781633513336135,124.1195585401035,-2.074587677429993,-9.515391728690595,88.0,1,Excellent
359,558675411.0,93.75667987509199,104.0,0.7554389283107255,114.33197383051306,-37.77392076228676,-22.646383554821348,104.0,1,Excellent
368,474808052.0,82.37784144447127,81.0,0.6439692209606465,128.25132202472307,-39.36279752199321,7.119079506258569,81.0,0,Fair
372,451871192.0,67.46488300831707,27.0,1.0022148390378316,130.33684435128393,1.1010350385061258,50.37910802240966,27.0,4,So-so
374,172804761.0,89.60946492652756,90.0,0.5922900630623297,165.98086058694958,1.8667110672144385,25.292243473859852,90.0,3,Good
376,765710437.0,89.13137046288394,87.0,0.8127654368099286,124.1614336405556,-36.16749189891716,29.31917965195454,87.0,3,Good
377,485007791.0,98.06112026648412,100.0,0.9466020595411038,149.19498378836906,-4.861621578759139,23.57395855204492,100.0,1,Excellent
381,568527038.0,81.63810884826398,81.0,0.6880493741620785,123.49076874674114,10.9481384452904,42.38696488424189,81.0,0,Fair
382,412098649.0,96.42354065969914,100.0,0.8238399400249161,118.59737820471832,-0.1023582766688069,9.797363214067884,100.0,1,Excellent
383,174158975.0,107.37116136511906,100.0,0.8201633760823025,139.81280626632295,-12.603357975245318,-21.743844898203875,100.0,1,Excellent
384,172804761.0,94.22457246938077,78.0,0.8549257873363706,122.398200168975,-21.807822055315874,-0.7485148273494545,78.0,1,Excellent
387,618024297.0,80.35473056354301,87.0,0.7975015188636572,118.60669906323852,5.017083797091407,55.87690174488095,87.0,0,Fair
389,174158975.0,97.95995622743044,109.0,0.8231183555440703,122.29810949040734,-29.144909732735524,-15.87804366452465,109.0,1,Excellent
390,558675411.0,107.07551063179231,107.0,0.873485138755796,196.2979298152054,-18.92782278471243,19.978977616634733,107.0,1,Excellent
393,172804761.0,77.74905927528935,55.0,0.5769960804630034,110.15125603918918,2.9945488092928225,2.5865907458044743,55.0,0,Fair
394,719146721.0,75.4393489105978,73.0,0.6400134916922015,129.35780018499142,31.159033214041887,30.924963488683773,73.0,0,Fair
404,352830460.0,73.373330816746,75.0,0.9759627952259444,130.22301108977177,37.13517989615985,2.6098951706848834,75.0,4,So-so
405,568527038.0,76.16029445249923,80.0,0.7800218176767979,101.2319988962581,-32.50010577794049,45.404938157465125,80.0,0,Fair
406,719146721.0,96.69909139219303,104.0,0.8221770497704712,127.63239989972509,-34.30349926681664,-15.921072029552546,104.0,1,Excellent
410,590082479.0,94.55986507360578,100.0,0.766302702934248,119.77345325459576,5.536234604858654,29.32029393595832,100.0,1,Excellent
417,352830460.0,88.70449911224682,81.0,0.6614550658582414,117.00588334011748,-17.15526923405855,9.818523641956007,81.0,3,Good
419,797957728.0,76.2495116971168,86.0,0.4339553339193087,124.22086339253296,4.665415077141383,7.792186828335102,86.0,0,Fair
421,590082479.0,78.39881896751926,73.0,0.9036813628382953,121.95034850437138,43.907638500601465,-8.853068036828569,73.0,0,Fair
422,474808052.0,90.64043276679256,96.0,0.6767427339607733,126.85847781981816,-22.304748161654345,10.663960453090548,96.0,3,Good
423,719146721.0,80.09264516425024,79.0,0.974298418216046,132.20737282477745,-32.76619657683844,18.812961718380468,79.0,0,Fair
425,765710437.0,91.60440234157481,91.0,0.8942342742033383,124.69009426759328,-14.369963201760438,-0.6452317323614576,91.0,1,Excellent
429,797957728.0,88.10124360916305,100.0,0.4275597890666235,151.8758799105499,-2.017637479231718,28.10153951814896,100.0,3,Good
431,474808052.0,60.82658864327687,82.0,0.4303809835284933,127.16801241790624,-1.583902313797851,70.51240288094121,82.0,2,Poor
434,352830460.0,88.8326290043089,103.0,0.6016562770241992,144.4535044398758,15.014613264323188,31.432693621932465,103.0,3,Good
437,485007791.0,64.56432104787974,56.0,0.821033013582844,118.96654694938049,-60.58220498505104,-62.33879835903139,56.0,2,Poor
441,618024297.0,95.6582264565568,101.0,0.791122000276977,122.4331401393484,22.14377046140321,12.095112979805828,101.0,1,Excellent
445,360906992.0,84.51925629689183,90.0,0.9067364163799636,165.7329237871849,9.739783433660856,47.42557909600219,90.0,3,Good
446,474808052.0,71.60397372486143,83.0,0.3261084843492885,184.49121884596303,-23.738055123110524,47.65213375032074,83.0,4,So-so
454,174158975.0,89.14073933293272,84.0,0.91872947060332,134.5364282518781,-23.722905468301168,2.768897695667879,84.0,3,Good
458,485007791.0,95.82885285387371,97.0,0.7413629072342126,120.96019927980326,-24.99839701395031,3.2914346803695023,97.0,1,Excellent
462,719210239.0,57.48845659821905,65.0,0.9811431531757666,120.14700060735584,31.669445231676544,55.56682688025754,65.0,2,Poor
466,223971350.0,94.67278851539882,104.0,0.7722218504544325,120.62999274391431,0.3077512541437999,29.489962413975647,104.0,1,Excellent
476,797957728.0,97.72745592761244,107.0,0.8232440068094906,130.32698106307825,-0.1122862074403062,7.724089932660472,107.0,1,Excellent
478,459722179.0,98.7114787320682,101.0,0.7638127054119681,128.3200444773794,-0.2226571564135338,7.370545098181788,101.0,1,Excellent
480,505414610.0,91.99277024700211,107.0,0.9003001736826161,127.15800899540004,17.838635098368496,-9.053985751290371,107.0,1,Excellent
483,797957728.0,98.25531717933723,99.0,0.802588290068713,112.4887941299676,-4.836557293924182,-8.228676163412171,99.0,1,Excellent
487,719210239.0,95.04639687815923,105.0,0.8087914429976447,124.87645243434925,-12.98580096965396,28.688240692933206,105.0,1,Excellent
493,505414610.0,96.92142337767758,89.0,0.8524429973723108,168.489974694192,-18.1105869491931,-35.81676691721307,89.0,1,Excellent
494,719210239.0,98.04287775476772,102.0,0.7545323772679611,128.03817411816735,0.8480476178816492,14.568074542951818,102.0,1,Excellent
495,618024297.0,85.20426499900269,73.0,0.8518080063003375,152.0673528833409,37.02681928200945,-44.41941478527529,73.0,3,Good
496,290569727.0,103.73921053461535,113.0,0.7364649653876483,141.00656442694176,-10.56068471669763,23.488420415222805,113.0,1,Excellent
497,654287703.0,75.46768949806308,63.0,0.996278703253678,129.60025764925908,5.157339390758061,-38.24532492832842,63.0,0,Fair
501,797796542.0,53.833602615437634,24.0,0.4140573795467354,126.68835754424478,27.482588965436427,65.83795982962585,24.0,2,Poor
502,797957728.0,91.1190389239153,89.0,0.7349883540997713,132.63266710447675,8.5673804873675,36.176988409934935,89.0,3,Good
505,352830460.0,89.7853748468292,96.0,0.7525591482260772,127.69108096654838,37.20027897884712,-9.146789451447502,96.0,3,Good
511,505414610.0,89.77053623664324,97.0,0.7292376871264733,121.4566440744121,-23.31026240869631,-35.6496074915076,97.0,3,Good
514,654287703.0,69.90362053423658,53.0,0.9936365359583252,126.51457544500622,41.94832443789492,10.774237222311674,53.0,4,So-so
515,360906992.0,88.88322614254366,82.0,0.6478758515428387,131.37031672677668,-31.334473558654384,-11.943482730055928,82.0,3,Good
518,590082479.0,74.69826207821536,97.0,0.5630712207628713,100.0203360538908,-0.3604280916673238,2.607411976003535,97.0,0,Fair
522,459722179.0,78.51087312177117,82.0,0.7664228108467609,126.29480865785592,24.83649144988941,69.82396699727171,82.0,0,Fair
523,797957728.0,95.56960428223078,90.0,0.7710687721026802,131.52456302172217,16.612458046340407,29.022325240613977,90.0,1,Excellent
533,849653732.0,97.7502617865749,104.0,0.731295180739319,130.13182009553648,-13.436606138528283,9.382088296722015,104.0,1,Excellent
539,854238128.0,96.79845113181321,101.0,1.081176826354017,160.6929391342065,4.524567121727533,13.396621531725843,101.0,1,Excellent
540,412098649.0,85.71300736269555,77.0,0.6099586222253301,133.5088740242412,-3.7358681288637694,13.848006580269788,77.0,3,Good
544,558675411.0,95.1808468384389,96.0,0.733327145606735,125.45532555776998,-7.159197421843556,26.681392100518277,96.0,1,Excellent
549,505414610.0,85.74571522413557,78.0,0.6408513856634411,110.65983100618226,8.95906322663489,-3.1970233860510366,78.0,3,Good
556,854238128.0,89.59051037914813,100.0,0.6547790796338089,119.50889679516834,-7.524424254447589,2.3032827164711014,100.0,3,Good
558,854238128.0,67.57474330453793,64.0,0.6937173252244274,131.9503609657747,39.43999485285504,48.57143737385424,64.0,4,So-so
559,352830460.0,47.15707923331318,56.0,0.9052679506404456,122.08702909964052,29.850321959785653,-72.42819500371738,56.0,2,Poor
560,805688901.0,83.53554540347454,76.0,1.0088562963547885,134.73031306448095,-19.953281541537898,20.47458491725188,76.0,0,Fair
561,719210239.0,59.01318406589609,44.0,0.8073815496458111,124.51419405270708,6.605505337226994,-78.05764947364095,44.0,2,Poor
565,545569723.0,89.64154470513185,99.0,0.9176308930674412,129.09671775095282,-10.19211897923316,-0.4842086419539315,99.0,3,Good
569,765710437.0,102.0922362920455,108.0,0.8304063792470079,139.9691043899454,6.911906423450072,22.09427499052977,108.0,1,Excellent
579,797957728.0,91.47887002274351,88.0,0.4008933182502701,156.94130585708902,-10.32748910706374,10.306216223670326,88.0,1,Excellent
590,719210239.0,88.28936014034885,106.0,1.1462014235620346,130.67401693641685,-14.149557916693112,20.86467456859642,106.0,3,Good
592,797957728.0,97.10579915813638,104.0,0.764580420403329,130.0158290297647,-36.94504323147594,-21.253930148290895,104.0,1,Excellent
593,558675411.0,88.8472132368212,95.0,0.861352287507281,127.02692381257847,-39.80708200563509,0.1290127056858562,95.0,3,Good
594,459722179.0,96.55030741136497,101.0,0.7948610637910173,125.80748700217782,-28.51653950297128,-27.24675545497108,101.0,1,Excellent
595,505414610.0,73.45598508794833,72.0,1.1581405517682204,116.5381798189457,19.325170882509727,44.85597310637489,72.0,4,So-so
597,654287703.0,86.995752296484,93.0,0.9013748367166212,122.97908583119111,-27.87088696750863,13.24365951772135,93.0,3,Good
599,765710437.0,87.5704216067379,99.0,0.925349772953549,137.1003063883941,17.33145945621479,28.75322677033434,99.0,3,Good
605,223971350.0,94.07567966047091,95.0,0.73647025875246,124.65045554707648,-37.78502137001408,-7.374681337013077,95.0,1,Excellent
610,360906992.0,74.4889754610578,76.0,0.7308633183258977,129.89905954158402,40.23872930599778,82.79823055866045,76.0,4,So-so
611,459722179.0,87.3372378842799,73.0,0.7220002520065605,176.04063479161414,8.027916743979759,50.13573927036482,73.0,3,Good
613,352830460.0,98.24523304024578,109.0,0.7121933861614588,158.48962509524256,38.58422800901221,-27.519282129314405,109.0,1,Excellent
614,849653732.0,83.7792342926937,68.0,0.8743102992147221,132.73958239655735,35.31594808387778,9.189607049392974,68.0,3,Good
621,854238128.0,56.576341271489724,61.0,0.6705232268792221,112.38288580300164,-51.17055290614552,-59.30477756493632,61.0,2,Poor
626,360906992.0,71.18521101701594,54.0,0.5296886010526298,130.98235658263263,-33.044216564876464,27.76490256754495,54.0,4,So-so
